her,1
ps-i-love-you,0.713655
the-curious-case-of-benjamin-button,0.576091
ninas-heavenly-delights,0.557587
jackass-presents-bad-grandpa,0.535151
valentines-day,0.529601
detropia,0.526523
raiders!-the-story-of-the-greatest-fan-film-ever-made,0.517845
fred-claus,0.510823
woman-is-the-future-of-man,0.50843
funny-people,0.508105
saawariya,0.50692
